name,type,town,hire_rate,positive_value_1,positive_value_2,positive_value_3,negative_value_1,negative_value_2,negative_value_3,industry,website
Company A,Technology,San Juan,High,Professional,Convenient,Innovative,Expensive,Inconvenient,Noisy,Healthcare,https://www.example.com
Company E,Finance,Guaynabo,Low,Trustworthy,Reliable,Convenient,Complex,Slow,Noisy,Technology,https://www.example.com
Company C,Restaurant,Bayamon,Medium,Convenient,Convenient,Convenient,Noisy,Inconvenient,Complex,Hospitality,https://www.example.com
Company A,Retail,San Juan,High,Innovative,Trustworthy,Innovative,Complex,Complex,Noisy,Finance,Null
Company B,Retail,Caguas,Medium,Reliable,Convenient,Trustworthy,Inconvenient,Complex,Slow,Healthcare,Null
Company D,Healthcare,Bayamon,High,Reliable,Convenient,Innovative,Noisy,Slow,Expensive,Finance,https://www.example.com
Company A,Finance,San Juan,Medium,Professional,Reliable,Reliable,Noisy,Slow,Inconvenient,Healthcare,Null
Company B,Finance,Bayamon,Medium,Trustworthy,Reliable,Reliable,Complex,Slow,Expensive,Retail,https://www.example.com
Company E,Technology,Guaynabo,High,Convenient,Professional,Professional,Slow,Slow,Complex,Hospitality,https://www.example.com
Company E,Healthcare,Caguas,Low,Trustworthy,Reliable,Professional,Expensive,Expensive,Noisy,Healthcare,Null
Company C,Finance,Guaynabo,Low,Reliable,Convenient,Reliable,Inconvenient,Noisy,Slow,Healthcare,Null
Company D,Retail,Caguas,Low,Professional,Innovative,Professional,Inconvenient,Complex,Inconvenient,Healthcare,https://www.example.com
Company B,Healthcare,Bayamon,High,Innovative,Trustworthy,Innovative,Complex,Expensive,Inconvenient,Healthcare,Null
Company B,Technology,Guaynabo,Medium,Reliable,Convenient,Professional,Complex,Complex,Noisy,Retail,Null
Company D,Healthcare,San Juan,Low,Professional,Convenient,Convenient,Slow,Complex,Expensive,Technology,Null
Company D,Technology,Ponce,Medium,Reliable,Innovative,Trustworthy,Noisy,Inconvenient,Slow,Finance,https://www.example.com
Company A,Retail,Bayamon,Medium,Professional,Convenient,Professional,Noisy,Expensive,Noisy,Hospitality,https://www.example.com
Company C,Healthcare,Guaynabo,Low,Convenient,Reliable,Trustworthy,Noisy,Inconvenient,Noisy,Finance,https://www.example.com
Company B,Healthcare,Ponce,Low,Innovative,Trustworthy,Trustworthy,Complex,Noisy,Slow,Technology,Null
Company B,Retail,San Juan,Medium,Reliable,Convenient,Professional,Complex,Expensive,Noisy,Retail,Null
Company A,Finance,San Juan,Low,Trustworthy,Convenient,Convenient,Complex,Expensive,Expensive,Healthcare,Null
Company A,Retail,Guaynabo,Low,Professional,Trustworthy,Reliable,Slow,Noisy,Noisy,Finance,Null
Company E,Restaurant,Bayamon,Medium,Reliable,Trustworthy,Reliable,Inconvenient,Inconvenient,Complex,Finance,https://www.example.com
Company D,Technology,Caguas,Medium,Innovative,Innovative,Convenient,Inconvenient,Noisy,Complex,Hospitality,Null
Company B,Healthcare,Caguas,Low,Convenient,Convenient,Professional,Noisy,Slow,Complex,Hospitality,https://www.example.com
Company A,Retail,Bayamon,High,Trustworthy,Innovative,Innovative,Expensive,Noisy,Noisy,Hospitality,https://www.example.com
Company D,Finance,Guaynabo,High,Innovative,Innovative,Professional,Noisy,Slow,Slow,Retail,Null
Company B,Finance,San Juan,High,Reliable,Professional,Convenient,Expensive,Inconvenient,Complex,Finance,Null
Company E,Restaurant,Bayamon,Medium,Innovative,Innovative,Professional,Complex,Inconvenient,Noisy,Hospitality,Null
Company E,Restaurant,San Juan,High,Trustworthy,Reliable,Professional,Expensive,Noisy,Inconvenient,Finance,https://www.example.com
Company E,Retail,Bayamon,Low,Trustworthy,Trustworthy,Trustworthy,Expensive,Complex,Expensive,Finance,https://www.example.com
Company E,Retail,San Juan,High,Reliable,Reliable,Innovative,Expensive,Complex,Expensive,Hospitality,Null
Company E,Retail,San Juan,High,Reliable,Convenient,Innovative,Slow,Slow,Noisy,Finance,Null
Company C,Retail,Ponce,Medium,Convenient,Trustworthy,Reliable,Slow,Noisy,Noisy,Retail,https://www.example.com
Company A,Restaurant,Caguas,Low,Reliable,Reliable,Trustworthy,Slow,Complex,Slow,Finance,Null
Company A,Retail,San Juan,Medium,Trustworthy,Reliable,Convenient,Expensive,Slow,Complex,Hospitality,https://www.example.com
Company E,Finance,Ponce,Low,Reliable,Reliable,Professional,Slow,Complex,Expensive,Finance,Null
Company D,Retail,Guaynabo,Low,Innovative,Professional,Trustworthy,Inconvenient,Noisy,Noisy,Healthcare,Null
Company B,Retail,Ponce,Low,Professional,Professional,Professional,Slow,Expensive,Noisy,Retail,Null
Company B,Finance,Bayamon,High,Convenient,Trustworthy,Trustworthy,Slow,Slow,Complex,Healthcare,Null
Company C,Restaurant,Ponce,Medium,Reliable,Trustworthy,Convenient,Noisy,Slow,Expensive,Technology,Null
Company D,Finance,Guaynabo,High,Innovative,Professional,Professional,Noisy,Complex,Slow,Technology,Null
Company C,Restaurant,Caguas,High,Professional,Reliable,Innovative,Noisy,Noisy,Complex,Healthcare,Null
Company E,Restaurant,San Juan,High,Trustworthy,Trustworthy,Innovative,Complex,Inconvenient,Complex,Finance,Null
Company B,Restaurant,Guaynabo,Medium,Convenient,Reliable,Professional,Slow,Noisy,Complex,Technology,Null
Company D,Technology,Ponce,Medium,Professional,Professional,Professional,Expensive,Complex,Inconvenient,Hospitality,https://www.example.com
Company D,Finance,Guaynabo,Medium,Innovative,Reliable,Reliable,Noisy,Noisy,Noisy,Retail,https://www.example.com
Company E,Retail,Bayamon,Medium,Professional,Convenient,Professional,Slow,Slow,Complex,Finance,Null
Company A,Technology,Guaynabo,Medium,Convenient,Convenient,Professional,Complex,Noisy,Noisy,Finance,https://www.example.com
Company D,Technology,San Juan,Medium,Convenient,Professional,Trustworthy,Inconvenient,Complex,Expensive,Technology,https://www.example.com
Company E,Restaurant,Bayamon,High,Convenient,Reliable,Reliable,Complex,Noisy,Complex,Finance,https://www.example.com
Company A,Retail,San Juan,High,Innovative,Reliable,Professional,Expensive,Expensive,Slow,Technology,Null
Company B,Technology,San Juan,Low,Innovative,Professional,Professional,Inconvenient,Complex,Inconvenient,Hospitality,Null
Company D,Retail,Ponce,High,Convenient,Trustworthy,Convenient,Complex,Slow,Inconvenient,Technology,Null
Company A,Finance,Bayamon,High,Convenient,Professional,Reliable,Expensive,Complex,Slow,Hospitality,Null
Company A,Healthcare,Bayamon,Low,Professional,Reliable,Professional,Inconvenient,Expensive,Expensive,Technology,Null
Company E,Healthcare,Caguas,High,Innovative,Professional,Professional,Slow,Expensive,Complex,Healthcare,Null
Company B,Healthcare,Guaynabo,Medium,Professional,Convenient,Reliable,Slow,Expensive,Inconvenient,Finance,Null
Company C,Healthcare,Ponce,Medium,Convenient,Professional,Convenient,Complex,Slow,Inconvenient,Healthcare,Null
Company C,Retail,San Juan,Medium,Trustworthy,Trustworthy,Trustworthy,Complex,Noisy,Noisy,Finance,https://www.example.com
Company E,Technology,Bayamon,Medium,Reliable,Reliable,Professional,Inconvenient,Inconvenient,Expensive,Hospitality,Null
Company D,Finance,Caguas,Low,Trustworthy,Innovative,Reliable,Expensive,Complex,Complex,Finance,Null
Company C,Finance,Ponce,High,Trustworthy,Innovative,Professional,Inconvenient,Inconvenient,Noisy,Technology,Null
Company E,Technology,Bayamon,Medium,Reliable,Innovative,Reliable,Complex,Expensive,Noisy,Retail,Null
Company C,Restaurant,Guaynabo,Low,Reliable,Innovative,Trustworthy,Slow,Expensive,Slow,Finance,Null
Company E,Retail,San Juan,Medium,Trustworthy,Professional,Professional,Slow,Slow,Noisy,Healthcare,Null
Company E,Healthcare,Bayamon,Medium,Professional,Innovative,Innovative,Inconvenient,Noisy,Inconvenient,Technology,Null
Company E,Healthcare,Guaynabo,High,Reliable,Professional,Trustworthy,Complex,Complex,Complex,Hospitality,https://www.example.com
